PUMA,WGTP,WGTP30,WGTP50,PCTburden30,PCTburden50
100,18695,4263,1188,22.802888472853706,6.354640278149237
200,44894,10981,3244,24.45983873123357,7.225909921147593
300,34651,9717,4602,28.04248073648668,13.281001991284521
400,28869,4963,1407,17.19145103744501,4.873739997921646
500,30348,5963,2247,19.64874126795835,7.404112297350732
600,41798,14547,5766,34.80310062682425,13.794918417149146
700,43177,19389,10775,44.905852653032866,24.955416078004493
801,21362,6728,3176,31.495178354086693,14.867521767624753
802,34828,11305,4145,32.4595153324911,11.901343746410934
901,22779,6123,2068,26.880021072040037,9.078537249220773
902,30962,9390,4279,30.32749822362896,13.820166655900781
903,41913,10477,4187,24.99701763176103,9.98974065325794
1000,28689,8712,4035,30.367039631914672,14.064624071943951
1100,31006,8420,3255,27.156034315938847,10.497968135199638
1200,48899,14003,4328,28.636577435121374,8.850896746354731
1300,26714,6662,2533,24.93823463352549,9.481919592722916
1400,34821,7946,3538,22.81956290744091,10.160535309152523
1500,28594,6436,2538,22.508218507379173,8.875987969504092
1600,31025,8240,2683,26.559226430298143,8.647864625302176
1701,15687,4321,1482,27.54510103907694,9.447313061770894
1702,13303,4427,2267,33.27820792302488,17.04126888671728
1703,26018,5976,2053,22.96871396725344,7.89069106003536
1801,33043,9296,3499,28.133038767666374,10.589232212571497
1802,22404,6743,2218,30.097304052847708,9.900017853954651
1803,31561,6806,2213,21.564589208199994,7.011818383447927
1804,44815,14214,4957,31.71705902041727,11.061028673435233
1805,27198,7578,2173,27.862342819324947,7.989558055739393
1806,27836,6891,3190,24.75571202759017,11.459979882166978
1807,35629,7710,2742,21.639675545201943,7.695977995453142
1900,45983,11242,3309,24.44816562642716,7.196137703064176
2001,30331,9340,3714,30.79357752794171,12.244897959183673
2002,37858,9688,3643,25.590363991758675,9.62280099318506
2101,26098,6482,2650,24.837152272204765,10.154034791938079
2102,40649,7385,3812,18.167728603409678,9.37784447341878
2103,31663,7548,3187,23.838549726810474,10.06537599090421
2201,39385,9649,3930,24.49917481274597,9.978418179509966
2202,25724,5466,2371,21.24863940289224,9.217073549992225
2300,36001,8835,3610,24.54098497263965,10.02749923613233
2400,41195,7505,2734,18.218230367763077,6.636727758223085
2501,33810,5905,2053,17.465246968352556,6.072167997633835
2502,25711,5641,1468,21.940025669946717,5.709618451246548
2600,33576,6430,1843,19.15058375029783,5.489039790326424
2700,30094,7037,2150,23.38339868412308,7.1442812520768255
2801,30582,9589,2858,31.35504545157282,9.345366555490157
2802,31514,8665,2464,27.495716189630002,7.818747223456242
2900,30257,8600,1455,28.423174802525036,4.808804574148131
3001,24896,8058,2730,32.36664524421594,10.965616966580976
3002,30324,10404,3894,34.309457855164226,12.841313810842896
3101,34447,9649,2921,28.01114756001974,8.479693442099459
3102,36696,9592,3128,26.139088729016784,8.524089819053849
3201,36429,11222,3528,30.8051277828104,9.684591945977106
3202,49209,18321,6092,37.230994330305435,12.37984921457457
3203,25379,7858,3122,30.962606879703692,12.301509121714805
3301,35299,12101,3901,34.28142440295759,11.051304569534548
3302,39175,12082,3593,30.841097638800257,9.171665603063179
3303,40617,13160,4879,32.40022650614275,12.012211635522071
3401,44958,15377,7009,34.20303394279105,15.590106321455579
3402,50518,16277,5937,32.2201987410428,11.752246723939981
3500,42722,11534,3423,26.99779972847713,8.0122653433828
3600,17558,6750,2300,38.44401412461556,13.099441849869006
3701,40621,13207,4267,32.512739715910485,10.504418896629822
3702,33100,10311,3717,31.151057401812686,11.229607250755286
3801,26121,10178,3033,38.96481757972513,11.611347191914552
3802,42138,15395,5489,36.53471925577863,13.026247092885281
3901,44167,19626,8015,44.43589104987887,18.147032852582246
3902,31701,13446,4971,42.41506577079587,15.68089334721302
3903,26689,12657,5444,47.42403237288771,20.39791674472629
3904,29625,11702,2459,39.50042194092827,8.300421940928269
4001,23157,9656,3519,41.697974694476834,15.196268946754762
4002,35632,13220,5453,37.101481814099685,15.303659631791646
4003,36871,15599,5494,42.30696211114426,14.900599387052155
4004,19683,7810,3589,39.678910735152165,18.23400904333689
4005,20943,7758,4087,37.04340352385045,19.51487370481784
4006,17107,7233,2723,42.28093762787164,15.917460688607003
4101,31634,8632,3189,27.287096162356956,10.080925586394386
4102,26083,10746,3677,41.199248552697156,14.09730475788828
4103,24953,10462,4615,41.92682242616118,18.494770167915682
4104,31802,12395,6870,38.97553612980316,21.60241494245645
4105,27588,9955,4912,36.08452950558213,17.80484268522546
4106,22334,8100,3671,36.267574102265606,16.43682278140951
4107,14598,4506,1800,30.86724208795725,12.330456226880395
4108,21975,7642,2621,34.77588168373151,11.927189988623436
4109,12158,5247,3065,43.15676920546142,25.209738443823
4110,25411,10999,4350,43.28440439179882,17.11857069772933
4111,21955,8228,3822,37.4766567979959,17.408335231154634
4201,23905,11407,4649,47.718050617025725,19.44781426479816
4202,31458,14262,6209,45.33663932862865,19.737427681352916
4203,30901,10838,5568,35.07329859875085,18.01883434193068
4204,22585,9498,5110,42.05446092539296,22.625636484392295
4301,27115,11365,4130,41.91406970311636,15.231421722293934
4302,33275,13666,5219,41.06987227648385,15.684447783621339
4303,30733,13101,4238,42.628444993980416,13.789737415807114
